"Report Name","Document comment Annotator 1","Document comment Annotator 2","Document-level expert adjudication requested by at least 1 annotator","Expert ID 1.g1","Expert ID 2.g1","Expert document comment.g1","started.g1","ended.g1","ID","Page used","LLM Year","LLM Scope","LLM Value","LLM Unit","row_expert_requested_by_at_least_one_annotator_or_disagreement","Value correct (Yes/No) Ann 1","Value corrected Ann 1","Corrected page Ann 1","Value correct (Yes/No) Ann 2","Value corrected Ann 2","Corrected page Ann 2","Value: Who is right?.g1","Value corrected (fill in if necessary).g1","Value Reasoning (select if necessary, if multiple apply choose first).g1","Unit correct (Yes/No) Ann 1","Unit corrected Ann 1","Unit correct (Yes/No) Ann 2","Unit corrected Ann 2","Unit: Who is right?.g1","Unit corrected (fill in if necessary).g1","Unit reasoning  (select if necessary, if multiple apply choose first).g1","Comment Ann1","Comment Ann2","Page corrected (fill in if necessary).g1","Expert comment.g1","Unclear record (Yes/No).g1","true_value.g1","true_unit.g1","true_page.g1","Expert ID 1.g2","Expert ID 2.g2","Expert document comment.g2","started.g2","ended.g2","Value: Who is right?.g2","Value corrected (fill in if necessary).g2","Value Reasoning (select if necessary, if multiple apply choose first).g2","Unit: Who is right?.g2","Unit corrected (fill in if necessary).g2","Unit reasoning  (select if necessary, if multiple apply choose first).g2","Page corrected (fill in if necessary).g2","Expert comment.g2","Unclear record (Yes/No).g2","true_value.g2","true_unit.g2","true_page.g2","agreement_value","agreement_unit","agreement_page","agreement_value_unit","agreement_value_unit_page","at_least_one_group_flagged_unclear","Value Ann 1","Value Ann 2","Unit Ann 1","Unit Ann 2","row_disagreement_value_unit_page_or_unclear"
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","375",NA,2021,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","376",NA,2022,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","377",NA,2013,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","378",NA,2014,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","379",NA,2015,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","380",NA,2016,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","381","63",2017,"2mb",0.4,"1,000 tonnes","Yes","No",NA,NA,"Yes",NA,NA,"Ann1",NA,NA,"No",NA,"Yes",NA,"Ann1",NA,NA,NA,NA,NA,NA,"No",NA,NA,"63","11.0","13.0","company name is Norden","15:22:00","15:24:00","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",NA,NA,"63",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,0.4,NA,"1,000 tonnes",FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","382","63",2018,"2mb",0.4,"1,000 tonnes","Yes","No",NA,NA,"Yes",NA,NA,"Ann1",NA,NA,"No",NA,"Yes",NA,"Ann1",NA,NA,NA,NA,NA,NA,"No",NA,NA,"63","11.0","13.0","company name is Norden","15:22:00","15:24:00","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",NA,NA,"63",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,0.4,NA,"1,000 tonnes",FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","383","63",2019,"2mb",0.2,"1,000 tonnes","Yes","No",NA,NA,"Yes",NA,NA,"Ann1",NA,NA,"No",NA,"Yes",NA,"Ann1",NA,NA,NA,NA,NA,NA,"No",NA,NA,"63","11.0","13.0","company name is Norden","15:22:00","15:24:00","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",NA,NA,"63",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,0.2,NA,"1,000 tonnes",FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","384",NA,2020,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","385",NA,2021,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","386",NA,2022,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","387",NA,2013,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","388",NA,2014,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","389",NA,2015,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","390",NA,2016,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","391",NA,2017,"2lb",NA,NA,"Yes","No",0.4,"63",NA,NA,NA,"Ann1",NA,NA,"No","1,000 tonnes",NA,NA,"Ann1",NA,NA,NA,NA,NA,NA,"No",0.4,"1,000 tonnes","63","11.0","13.0","company name is Norden","15:22:00","15:24:00","Ann1",NA,NA,"Neither","CO2 emissions (1,000 tonnes)",NA,NA,NA,"No",0.4,"CO2 emissions (1,000 tonnes)","63",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.4,NA,"1,000 tonnes",NA,TRUE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","392",NA,2018,"2lb",NA,NA,"Yes","No",0.4,"63",NA,NA,NA,"Ann1",NA,NA,"No","1,000 tonnes",NA,NA,"Ann1",NA,NA,NA,NA,NA,NA,"No",0.4,"1,000 tonnes","63","11.0","13.0","company name is Norden","15:22:00","15:24:00","Ann1",NA,NA,"Neither","CO2 emissions (1,000 tonnes)",NA,NA,NA,"No",0.4,"CO2 emissions (1,000 tonnes)","63",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.4,NA,"1,000 tonnes",NA,TRUE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","393",NA,2019,"2lb",NA,NA,"Yes","No",0.2,"63",NA,NA,NA,"Ann1",NA,NA,"No","1,000 tonnes",NA,NA,"Ann1",NA,NA,NA,NA,NA,NA,"No",0.2,"1,000 tonnes","63","11.0","13.0","company name is Norden","15:22:00","15:24:00","Ann1",NA,NA,"Neither","CO2 emissions (1,000 tonnes)",NA,NA,NA,"No",0.2,"CO2 emissions (1,000 tonnes)","63",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.2,NA,"1,000 tonnes",NA,TRUE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","394",NA,2020,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","395",NA,2021,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","396",NA,2022,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","397",NA,2013,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","398",NA,2014,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","399",NA,2015,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","400",NA,2016,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","401","63",2017,"3",3.3,"1,000 tonnes","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3.3,3.3,"1,000 tonnes","1,000 tonnes",FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","402","63",2018,"3",3,"1,000 tonnes","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,3,"1,000 tonnes","1,000 tonnes",FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","403","63",2019,"3",3.6,"1,000 tonnes","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3.6,3.6,"1,000 tonnes","1,000 tonnes",FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","404",NA,2020,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","405",NA,2021,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"dampskibsselskabet norden_2019_report.pdf",NA,NA,"No","12.0","14.0",NA,"17:00:00","17:01:00","406",NA,2022,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is Norden","15:22:00","15:24:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"granite construction inc_2020_report.pdf",NA,NA,"No","11.0","14.0",NA,"15:07:00","15:10:00","1329",NA,2013,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","New lines created for same information","17:47:59","17:50:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"granite construction inc_2020_report.pdf",NA,NA,"No","11.0","14.0",NA,"15:07:00","15:10:00","1330",NA,2014,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","New lines created for same information","17:47:59","17:50:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"granite construction inc_2020_report.pdf",NA,NA,"No","11.0","14.0",NA,"15:07:00","15:10:00","1331","*66",2015,"1",132285,"US Tons","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"No","CO2 Equivalents (US Tons)","No","CO2 Equivalents (US Tons)",NA,NA,NA,"LLM extracted unit only partially",NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","New lines created for same information","17:47:59","17:50:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,132285,132285,"CO2 Equivalents (US Tons)","CO2 Equivalents (US Tons)",FALSE
"granite construction inc_2020_report.pdf",NA,NA,"No","11.0","14.0",NA,"15:07:00","15:10:00","1332",NA,2016,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","New lines created for same information","17:47:59","17:50:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"granite construction inc_2020_report.pdf",NA,NA,"No","11.0","14.0",NA,"15:07:00","15:10:00","1333",NA,2017,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","New lines created for same information","17:47:59","17:50:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"granite construction inc_2020_report.pdf",NA,NA,"No","11.0","14.0",NA,"15:07:00","15:10:00","1334",NA,2018,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","New lines created for same information","17:47:59","17:50:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"granite construction inc_2020_report.pdf",NA,NA,"No","11.0","14.0",NA,"15:07:00","15:10:00","1335",NA,2019,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","New lines created for same information","17:47:59","17:50:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"granite construction inc_2020_report.pdf",NA,NA,"No","11.0","14.0",NA,"15:07:00","15:10:00","1336","*66",2020,"1",244727,"US Tons","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"No","CO2 Equivalents (US Tons)","No","CO2 Equivalents (US Tons)",NA,NA,NA,"LLM extracted unit only partially",NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","New lines created for same information","17:47:59","17:50:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,244727,244727,"CO2 Equivalents (US Tons)","CO2 Equivalents (US Tons)",FALSE
"granite construction inc_2020_report.pdf",NA,NA,"No","11.0","14.0",NA,"15:07:00","15:10:00","1337","*67",2020,"1",244727.61,"US Tons","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"No","CO2 Equivalents (US Tons)","No","CO2 Equivalents (US Tons)",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","New lines created for same information","17:47:59","17:50:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,244727.61,244727.61,"CO2 Equivalents (US Tons)","CO2 Equivalents (US Tons)",FALSE
"granite construction inc_2020_report.pdf",NA,NA,"No","11.0","14.0",NA,"15:07:00","15:10:00","x_*103_2020_1",NA,2020,"1",NA,NA,"Yes","No",244727.61,"*103",NA,NA,NA,"Ann1",NA,NA,"No","CO2 equivalents (US tons)",NA,NA,"Ann1",NA,NA,NA,NA,NA,NA,"No",244727.61,"CO2 equivalents (US tons)","*103","13.0","12.0","New lines created for same information","17:47:59","17:50:59","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",244727.61,"CO2 equivalents (US tons)","*103",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,244727.61,NA,"CO2 equivalents (US tons)",NA,FALSE
"granite construction inc_2020_report.pdf",NA,NA,"No","11.0","14.0",NA,"15:07:00","15:10:00","x_*112_2020_1",NA,2020,"1",NA,NA,"Yes","No",244727.61,"*112",NA,NA,NA,"Ann1",NA,NA,"No","CO2 equivalents (US tons)",NA,NA,"Ann1",NA,NA,NA,NA,NA,NA,"No",244727.61,"CO2 equivalents (US tons)","*112","13.0","12.0","New lines created for same information","17:47:59","17:50:59","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",244727.61,"CO2 equivalents (US tons)","*112",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,244727.61,NA,"CO2 equivalents (US tons)",NA,FALSE
"granite construction inc_2020_report.pdf",NA,NA,"No","11.0","14.0",NA,"15:07:00","15:10:00","x_103_2020_1",NA,2020,"1",NA,NA,"Yes",NA,NA,NA,"No",244727.61,"103.0","Ann2",NA,NA,NA,NA,"No","CO2 equivalents (US tons)","Ann2",NA,NA,NA,NA,NA,NA,"No",244727.61,"CO2 equivalents (US tons)","103.0","13.0","12.0","New lines created for same information","17:47:59","17:50:59","Ann2",NA,NA,"Ann2",NA,NA,NA,NA,"No",244727.61,"CO2 equivalents (US tons)","103.0",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,244727.61,NA,"CO2 equivalents (US tons)",FALSE
"granite construction inc_2020_report.pdf",NA,NA,"No","11.0","14.0",NA,"15:07:00","15:10:00","x_112_2020_1",NA,2020,"1",NA,NA,"Yes",NA,NA,NA,"No",244727.61,"112.0","Ann2",NA,NA,NA,NA,NA,"CO2 equivalents (US tons)","Ann2",NA,NA,NA,NA,NA,NA,"No",244727.61,NA,"112.0","13.0","12.0","New lines created for same information","17:47:59","17:50:59","Ann2",NA,NA,"Ann2",NA,NA,NA,NA,"No",244727.61,NA,"112.0",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,244727.61,NA,NA,FALSE
"granite construction inc_2020_report.pdf",NA,NA,"No","11.0","14.0",NA,"15:07:00","15:10:00","1338",NA,2021,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","New lines created for same information","17:47:59","17:50:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"granite construction inc_2020_report.pdf",NA,NA,"No","11.0","14.0",NA,"15:07:00","15:10:00","1339",NA,2022,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","12.0","New lines created for same information","17:47:59","17:50:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
